,run_id,genome1,genome2,unique_taxa_names,coverage,identity,comparision_type_species,comparision_type_genus,cluster_hash,cluster_id
84,90.0,"Streptomyces albidoflavus strain CR47 Scaffold10_1, whole genome shotgun sequence:294","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9111929232,0.9860487808,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
85,90.0,"Streptomyces albidoflavus strain CR19 Scaffold10_1, whole genome shotgun sequence:295","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9128947805,0.9880929855,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
86,90.0,"Streptomyces sp. GF20 chromosome, complete genome:296","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.8883517023,0.9881803475,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
87,90.0,"Streptomyces sp. FR-008 Scaffold1, whole genome shotgun sequence:297","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9091047809,0.9883627871,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
88,90.0,"Streptomyces sp. SID7817 SID7817.c1, whole genome shotgun sequence:298","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9338314491,0.9903879309,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
89,90.0,"Streptomyces sp. SID4934 SID4934.c1, whole genome shotgun sequence:299","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9254096722,0.988360228,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
90,90.0,"Streptomyces sp. SID4915 SID4915.c1, whole genome shotgun sequence:300","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.8986424875000001,0.9902255956,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
91,90.0,"Streptomyces sp. S-2 utg000001l_segment0_segment0_pilon, whole genome shotgun sequence:301","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9001641196,0.9898002204,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
92,90.0,"Streptomyces sp. CAI-21 NODE_101_length_24701_cov_408.986, whole genome shotgun sequence:302","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9259941596,0.987895525,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
93,90.0,"Streptomyces sp. CAI-17 NODE_1001_length_938_cov_921.376, whole genome shotgun sequence:303","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9201215903,0.9873176591,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
94,90.0,"Streptomyces albidoflavus strain J1074/R2 chromosome, complete genome:304","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9199618548,0.9904071407,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
95,90.0,"Streptomyces sp. CBG9 tig00000001, whole genome shotgun sequence:305","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.8878086467,0.988299084,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
96,90.0,"Streptomyces sp. NK08203 1, whole genome shotgun sequence:306","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9297944238,0.988164139,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
97,90.0,"Streptomyces sp. BvitLS-983, whole genome shotgun sequence:307","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.8990051128000001,0.9902436394,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
98,90.0,"Streptomyces sp. ScaeMP-6W, whole genome shotgun sequence:308","Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278",4,0.9254556305,0.9883830168,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
99,90.0,"Streptomyces sp. SM17 chromosome, complete genome:252","Streptomyces albidoflavus, complete sequence:279",4,0.9014162287,0.9917102525,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
100,90.0,"Streptomyces violascens strain YIM 100212 chromosome, complete genome:253","Streptomyces albidoflavus, complete sequence:279",4,0.9288891971,0.991713463,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
101,90.0,"Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278","Streptomyces albidoflavus, complete sequence:279",4,0.8941579192,0.9903879309,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
103,90.0,"Streptomyces sp. FR-008 chromosome, complete genome:280","Streptomyces albidoflavus, complete sequence:279",4,0.8896618105,0.989130726,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
104,90.0,"Streptomyces albidoflavus strain SM254 chromosome, complete genome:281","Streptomyces albidoflavus, complete sequence:279",4,0.9083572089,0.9909517011,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
105,90.0,"Streptomyces sampsonii strain KJ40 chromosome, complete genome:282","Streptomyces albidoflavus, complete sequence:279",4,0.9101920024,0.9886926224,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
106,90.0,"Streptomyces sp. SM9 1003_9407_348140, whole genome shotgun sequence:283","Streptomyces albidoflavus, complete sequence:279",4,0.9187781868,0.9904894698,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
107,90.0,"Streptomyces sp. S5 NODE_1000_length_1770_cov_89.3881_ID_88717, whole genome shotgun sequence:284","Streptomyces albidoflavus, complete sequence:279",4,0.8657510946,0.9891319023,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
108,90.0,"Streptomyces sp. N1 Endophyte_N1_0, whole genome shotgun sequence:285","Streptomyces albidoflavus, complete sequence:279",4,0.8875792551,0.986613622,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
109,90.0,"Streptomyces albidoflavus strain NBRC 13083 Scaffold10_1, whole genome shotgun sequence:286","Streptomyces albidoflavus, complete sequence:279",4,0.9200346931,0.9912430371,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
110,90.0,"Streptomyces albidoflavus strain CGMCC 4.1681 Scaffold10_1, whole genome shotgun sequence:287","Streptomyces albidoflavus, complete sequence:279",4,0.9049359605,0.9906197147,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
111,90.0,"Streptomyces albidoflavus strain FXJ.2339 Scaffold10_1, whole genome shotgun sequence:288","Streptomyces albidoflavus, complete sequence:279",4,0.9037456678,0.9917860717,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
112,90.0,"Streptomyces albidoflavus strain Ma24 Scaffold10_1, whole genome shotgun sequence:289","Streptomyces albidoflavus, complete sequence:279",4,0.923463896,0.9889699976,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
113,90.0,"Streptomyces albidoflavus strain CR33 Scaffold10_1, whole genome shotgun sequence:290","Streptomyces albidoflavus, complete sequence:279",4,0.8990974353000001,0.9869007149,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
114,90.0,"Streptomyces albidoflavus strain CR10 Scaffold10_1, whole genome shotgun sequence:291","Streptomyces albidoflavus, complete sequence:279",4,0.8954000789000001,0.9866479903,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
115,90.0,"Streptomyces albidoflavus strain CR25 Scaffold10_1, whole genome shotgun sequence:292","Streptomyces albidoflavus, complete sequence:279",4,0.8983429089,0.9868947429,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
116,90.0,"Streptomyces albidoflavus strain Ma1 Scaffold10_1, whole genome shotgun sequence:293","Streptomyces albidoflavus, complete sequence:279",4,0.8754347383000001,0.986756627,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
117,90.0,"Streptomyces albidoflavus strain CR47 Scaffold10_1, whole genome shotgun sequence:294","Streptomyces albidoflavus, complete sequence:279",4,0.901434988,0.9870009894,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
118,90.0,"Streptomyces albidoflavus strain CR19 Scaffold10_1, whole genome shotgun sequence:295","Streptomyces albidoflavus, complete sequence:279",4,0.9014409842,0.9887503389,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
119,90.0,"Streptomyces sp. GF20 chromosome, complete genome:296","Streptomyces albidoflavus, complete sequence:279",4,0.8771303287000001,0.9889713106,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
120,90.0,"Streptomyces sp. FR-008 Scaffold1, whole genome shotgun sequence:297","Streptomyces albidoflavus, complete sequence:279",4,0.888363577,0.9891109427,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
121,90.0,"Streptomyces sp. SID7817 SID7817.c1, whole genome shotgun sequence:298","Streptomyces albidoflavus, complete sequence:279",4,1.0,1.0,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
122,90.0,"Streptomyces sp. SID4934 SID4934.c1, whole genome shotgun sequence:299","Streptomyces albidoflavus, complete sequence:279",4,0.8914635326,0.9889297906,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
123,90.0,"Streptomyces sp. SID4915 SID4915.c1, whole genome shotgun sequence:300","Streptomyces albidoflavus, complete sequence:279",4,0.8740716075,0.9916458209,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
124,90.0,"Streptomyces sp. S-2 utg000001l_segment0_segment0_pilon, whole genome shotgun sequence:301","Streptomyces albidoflavus, complete sequence:279",4,0.8949569669,0.9908071105,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
125,90.0,"Streptomyces sp. CAI-21 NODE_101_length_24701_cov_408.986, whole genome shotgun sequence:302","Streptomyces albidoflavus, complete sequence:279",4,0.9116301959,0.9885090635,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
126,90.0,"Streptomyces sp. CAI-17 NODE_1001_length_938_cov_921.376, whole genome shotgun sequence:303","Streptomyces albidoflavus, complete sequence:279",4,0.9054074053,0.9879516346,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
127,90.0,"Streptomyces albidoflavus strain J1074/R2 chromosome, complete genome:304","Streptomyces albidoflavus, complete sequence:279",4,1.005607125,0.999933399,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
128,90.0,"Streptomyces sp. CBG9 tig00000001, whole genome shotgun sequence:305","Streptomyces albidoflavus, complete sequence:279",4,0.8920776882,0.9890067134,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
129,90.0,"Streptomyces sp. NK08203 1, whole genome shotgun sequence:306","Streptomyces albidoflavus, complete sequence:279",4,0.918095231,0.988885199,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
130,90.0,"Streptomyces sp. BvitLS-983, whole genome shotgun sequence:307","Streptomyces albidoflavus, complete sequence:279",4,0.8742983234,0.9916686599,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
131,90.0,"Streptomyces sp. ScaeMP-6W, whole genome shotgun sequence:308","Streptomyces albidoflavus, complete sequence:279",4,0.8916103679,0.9889304561,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
132,90.0,"Streptomyces sp. SM17 chromosome, complete genome:252","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.949544521,0.9885604244,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
133,90.0,"Streptomyces violascens strain YIM 100212 chromosome, complete genome:253","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.965946448,0.9890586793,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
134,90.0,"Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9188317882,0.9884243502,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
135,90.0,"Streptomyces albidoflavus, complete sequence:279","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9438065297,0.989130726,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
137,90.0,"Streptomyces albidoflavus strain SM254 chromosome, complete genome:281","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9503670872,0.9890175683,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
138,90.0,"Streptomyces sampsonii strain KJ40 chromosome, complete genome:282","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9495763139,0.9896799376,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
139,90.0,"Streptomyces sp. SM9 1003_9407_348140, whole genome shotgun sequence:283","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9407532,0.9883755654,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
140,90.0,"Streptomyces sp. S5 NODE_1000_length_1770_cov_89.3881_ID_88717, whole genome shotgun sequence:284","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9007529703,0.9896818222,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
141,90.0,"Streptomyces sp. N1 Endophyte_N1_0, whole genome shotgun sequence:285","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9298854297,0.9861618874,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
142,90.0,"Streptomyces albidoflavus strain NBRC 13083 Scaffold10_1, whole genome shotgun sequence:286","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9563265221,0.9889339882,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
143,90.0,"Streptomyces albidoflavus strain CGMCC 4.1681 Scaffold10_1, whole genome shotgun sequence:287","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9352924434,0.9887179002,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
144,90.0,"Streptomyces albidoflavus strain FXJ.2339 Scaffold10_1, whole genome shotgun sequence:288","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9529416523,0.9888566706,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
145,90.0,"Streptomyces albidoflavus strain Ma24 Scaffold10_1, whole genome shotgun sequence:289","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9523918807,0.9896928623,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
146,90.0,"Streptomyces albidoflavus strain CR33 Scaffold10_1, whole genome shotgun sequence:290","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.924312912,0.9862366863,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
147,90.0,"Streptomyces albidoflavus strain CR10 Scaffold10_1, whole genome shotgun sequence:291","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9296581044,0.9860985713,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
148,90.0,"Streptomyces albidoflavus strain CR25 Scaffold10_1, whole genome shotgun sequence:292","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9235136251,0.9862171084,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
149,90.0,"Streptomyces albidoflavus strain Ma1 Scaffold10_1, whole genome shotgun sequence:293","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9131324188,0.9865240738,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
150,90.0,"Streptomyces albidoflavus strain CR47 Scaffold10_1, whole genome shotgun sequence:294","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9344674192,0.9865211898,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
151,90.0,"Streptomyces albidoflavus strain CR19 Scaffold10_1, whole genome shotgun sequence:295","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9346798136,0.9893942431,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
152,90.0,"Streptomyces sp. GF20 chromosome, complete genome:296","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9184347113,0.9897015578,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
153,90.0,"Streptomyces sp. FR-008 Scaffold1, whole genome shotgun sequence:297","Streptomyces sp. FR-008 chromosome, complete genome:280",4,1.0040627129,0.9997102331,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
154,90.0,"Streptomyces sp. SID7817 SID7817.c1, whole genome shotgun sequence:298","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9438046296,0.9891330271,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
155,90.0,"Streptomyces sp. SID4934 SID4934.c1, whole genome shotgun sequence:299","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9192345796,0.9887453796,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
156,90.0,"Streptomyces sp. SID4915 SID4915.c1, whole genome shotgun sequence:300","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9210185378,0.9889598887,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
157,90.0,"Streptomyces sp. S-2 utg000001l_segment0_segment0_pilon, whole genome shotgun sequence:301","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9327316719,0.9888260334,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
158,90.0,"Streptomyces sp. CAI-21 NODE_101_length_24701_cov_408.986, whole genome shotgun sequence:302","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9492765627,0.9888986922,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
159,90.0,"Streptomyces sp. CAI-17 NODE_1001_length_938_cov_921.376, whole genome shotgun sequence:303","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9484286392,0.9884046538,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
160,90.0,"Streptomyces albidoflavus strain J1074/R2 chromosome, complete genome:304","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9300516553,0.989128435,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
161,90.0,"Streptomyces sp. CBG9 tig00000001, whole genome shotgun sequence:305","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9098410547,0.9893199831,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
162,90.0,"Streptomyces sp. NK08203 1, whole genome shotgun sequence:306","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9587865486,0.989484798,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
163,90.0,"Streptomyces sp. BvitLS-983, whole genome shotgun sequence:307","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9212065247,0.9889622789,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
164,90.0,"Streptomyces sp. ScaeMP-6W, whole genome shotgun sequence:308","Streptomyces sp. FR-008 chromosome, complete genome:280",4,0.9194582201,0.9887390362,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
165,90.0,"Streptomyces sp. SM17 chromosome, complete genome:252","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.9421289726,0.9909901906,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
166,90.0,"Streptomyces violascens strain YIM 100212 chromosome, complete genome:253","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.9635466765,0.9911554023,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
167,90.0,"Streptomyces sp. SM8 Scaffold_1, whole genome shotgun sequence:278","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.922840907,0.9902778222,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
168,90.0,"Streptomyces albidoflavus, complete sequence:279","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.9520188773,0.9909517011,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
169,90.0,"Streptomyces sp. FR-008 chromosome, complete genome:280","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.9389062957,0.9890175683,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
171,90.0,"Streptomyces sampsonii strain KJ40 chromosome, complete genome:282","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.9464647185,0.9886776624,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
172,90.0,"Streptomyces sp. SM9 1003_9407_348140, whole genome shotgun sequence:283","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.9524762045,0.990491285,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
173,90.0,"Streptomyces sp. S5 NODE_1000_length_1770_cov_89.3881_ID_88717, whole genome shotgun sequence:284","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.8994495491000001,0.989165622,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
174,90.0,"Streptomyces sp. N1 Endophyte_N1_0, whole genome shotgun sequence:285","Streptomyces albidoflavus strain SM254 chromosome, complete genome:281",4,0.9223212264,0.9864909854,intra,intra,4a5e503e9e6d1e4eb2150f313e1f6c96,1
